Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Month,Year,Day,Day_of_Week,Age_Range,Total_Spend,Total_Purchase
PhD,Married,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP,53312.0,Aug,2013,9,Fri,70-79,278,12
2n Cycle,Together,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US,41039.0,Jul,2013,25,Thur,80-89,467,15
Graduation,Together,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP,88347.0,Jul,2013,3,Wed,60-69,2116,21
PhD,Married,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA,50150.0,Jun,2013,20,Thur,30-39,410,16
PhD,Married,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP,50150.0,Jun,2013,20,Thur,30-39,410,16
Graduation,Single,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,SP,10245.0,May,2013,15,Wed,50-59,41,8
PhD,Married,1,0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US,33454.0,May,2013,8,Wed,30-39,169,10
Graduation,Single,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP,40887.0,May,2013,6,Mon,80-89,161,10
Graduation,Together,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US,55914.0,Apr,2013,29,Mon,40-49,1260,29
Graduation,Together,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP,37292.0,Apr,2013,18,Thur,30-39,460,19
Graduation,Married,0,1,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA,52914.0,Jan,2013,7,Mon,50-59,575,15
2n Cycle,Married,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,SP,24884.0,Nov,2012,29,Thur,80-89,19,4
Graduation,Single,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP,67384.0,Nov,2012,10,Sat,50-59,1490,22
Graduation,Married,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS,51651.0,Nov,2012,7,Wed,60-69,433,17
Graduation,Married,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,SA,82497.0,Oct,2012,31,Wed,40-49,1919,19
2n Cycle,Married,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP,32632.0,Aug,2012,2,Thur,50-59,576,18
Master,Married,1,2,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,IND,33562.0,Jun,2014,25,Wed,50-59,51,9
Graduation,Single,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,GER,79146.0,Apr,2014,24,Thur,50-59,564,19
Graduation,Single,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,SP,79146.0,Apr,2014,24,Thur,50-59,564,19
Master,Single,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,SP,36143.0,Mar,2014,30,Sun,40-49,19,4
Master,Married,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SP,27159.0,Mar,2014,29,Sat,40-49,21,6
Master,Together,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,CA,41275.0,Mar,2014,24,Mon,60-69,61,11
2n Cycle,Married,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IND,76800.0,Mar,2014,8,Sat,50-59,641,16
Graduation,Married,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,SA,75794.0,Dec,2013,24,Tue,30-39,1682,25
Graduation,Married,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,SP,30833.0,Jul,2013,16,Tue,70-79,28,6
PhD,Single,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US,26518.0,Apr,2013,8,Mon,70-79,57,8
Graduation,Single,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,0,SP,91065.0,Feb,2013,22,Fri,40-49,1474,26
Master,Single,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,CA,45183.0,Jan,2013,20,Sun,80-89,315,13
Graduation,Together,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1,SP,48070.0,Jan,2013,13,Sun,70-79,504,19
Graduation,Widow,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP,30372.0,Dec,2012,25,Tue,50-59,44,8
Graduation,Widow,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP,30372.0,Dec,2012,25,Tue,50-59,44,8
2n Cycle,Married,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,IND,57036.0,Dec,2012,11,Tue,40-49,1513,26
Graduation,Widow,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,SP,66731.0,Sep,2012,12,Wed,50-59,1029,17
PhD,Divorced,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,AUS,35682.0,Jun,2014,27,Fri,50-59,57,6
Master,Divorced,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,AUS,10979.0,May,2014,22,Thur,30-39,30,8
Master,Divorced,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,SP,10979.0,May,2014,22,Thur,30-39,30,8
PhD,Divorced,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,SA,57912.0,Mar,2014,17,Mon,50-59,916,28
Graduation,Married,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,AUS,36026.0,Mar,2014,16,Sun,80-89,61,7
Graduation,Married,1,1,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,CA,35788.0,Jan,2014,23,Thur,50-59,44,7
Graduation,Married,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,SA,42243.0,Dec,2013,11,Wed,60-69,55,7
Graduation,Divorced,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,SP,46086.0,Nov,2013,3,Sun,60-69,343,16
Master,Together,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,IND,61346.0,Oct,2013,6,Sun,40-49,989,23
Master,Single,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US,33316.0,Oct,2013,4,Fri,50-59,131,10
Master,Single,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP,33316.0,Oct,2013,4,Fri,50-59,131,10
Basic,Single,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,SP,21063.0,Sep,2013,25,Wed,30-39,59,7
Graduation,Single,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,GER,33697.0,Sep,2013,15,Sun,50-59,28,4
2n Cycle,Married,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,CA,25804.0,Sep,2013,1,Sun,40-49,55,7
Graduation,Married,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,SP,72117.0,Aug,2013,20,Tue,40-49,1073,26
Graduation,Married,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,IND,61286.0,Aug,2013,2,Fri,50-59,608,18
Graduation,Married,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,GER,61286.0,Aug,2013,2,Fri,50-59,608,18
Graduation,Together,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,SP,65196.0,Jul,2013,25,Thur,60-69,1155,26
Graduation,Divorced,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,US,55635.0,Nov,2012,13,Tue,50-59,590,21
Master,Together,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,SP,42021.0,Aug,2012,31,Fri,40-49,573,22
Master,Married,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,1,0,GER,75251.0,Aug,2012,27,Mon,80-89,1890,19
Graduation,Together,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,SP,35322.0,Aug,2012,22,Wed,50-59,106,9
PhD,Together,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,1,0,CA,53374.0,Aug,2012,16,Thur,50-59,1064,21
Graduation,Married,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,0,CA,87195.0,May,2014,8,Thur,60-69,1097,20
2n Cycle,Single,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,IND,42395.0,Apr,2014,4,Fri,40-49,182,12
Graduation,Together,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,SP,82427.0,Mar,2014,12,Wed,50-59,1456,21
Master,Together,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,IND,44602.0,Feb,2014,15,Sat,50-59,292,17
Graduation,Married,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,SP,94642.0,Feb,2014,12,Wed,70-79,2211,21
Graduation,Together,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,28359.0,Oct,2013,27,Sun,30-39,16,4
Graduation,Single,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,US,55801.0,Sep,2013,22,Sun,40-49,527,21
Graduation,Married,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,0,SA,92955.0,Aug,2013,19,Mon,40-49,1778,23
Graduation,Together,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,0,SP,56534.0,Jul,2013,23,Tue,50-59,815,25
Graduation,Single,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,US,69627.0,Mar,2013,17,Sun,80-89,861,23
Master,Divorced,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,0,SP,78579.0,Dec,2012,22,Sat,50-59,1812,16
Graduation,Together,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,AUS,44964.0,Dec,2012,16,Sun,40-49,41,5
PhD,Single,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA,30899.0,Oct,2012,13,Sat,40-49,33,6
PhD,Divorced,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,0,SP,78825.0,Sep,2012,14,Fri,50-59,895,29
Graduation,Married,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,SP,25545.0,Sep,2012,8,Sat,30-39,210,10
PhD,Widow,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,SA,47111.0,Sep,2012,8,Sat,50-59,1092,21
PhD,Single,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,1,0,CA,49667.0,Aug,2012,20,Mon,60-69,1396,22
Master,Together,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,SP,66000.0,Apr,2014,20,Sun,70-79,711,10
PhD,Together,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,46910.0,Mar,2014,23,Sun,50-59,68,7
Basic,Married,1,0,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0,0,CA,25224.0,Mar,2014,16,Sun,80-89,46,7
Graduation,Together,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,SP,77382.0,Jan,2014,7,Tue,50-59,1121,26
PhD,Divorced,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,SP,28420.0,Dec,2013,24,Tue,50-59,13,4
Graduation,Divorced,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,CA,32952.0,Dec,2013,1,Sun,40-49,55,6
Graduation,Married,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,SP,46149.0,Nov,2013,29,Fri,40-49,362,18
PhD,Together,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SP,73059.0,Aug,2013,31,Sat,70-79,1095,26
PhD,Together,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SA,73059.0,Aug,2013,31,Sat,70-79,1095,26
Graduation,Married,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,SP,35701.0,Mar,2013,19,Tue,60-69,46,5
Master,Single,0,0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,1,0,CA,89616.0,Feb,2013,25,Mon,30-39,1644,25
Graduation,Together,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,0,SP,105471.0,Jan,2013,21,Mon,50-59,1724,30
Master,Widow,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,1,0,GER,78427.0,Oct,2012,24,Wed,70-79,1930,23
Graduation,Married,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,0,SP,22518.0,Oct,2012,22,Mon,30-39,61,7
Graduation,Married,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,CA,59809.0,Oct,2012,18,Thur,40-49,877,15
Graduation,Single,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,0,SP,39660.0,Aug,2012,8,Wed,80-89,299,14
2n Cycle,Together,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,US,52203.0,Jul,2012,31,Tue,70-79,939,27
PhD,Divorced,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP,35860.0,May,2014,19,Mon,40-49,49,6
PhD,Divorced,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP,35860.0,May,2014,19,Mon,40-49,49,6
PhD,Divorced,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,SA,35860.0,May,2014,19,Mon,40-49,49,6
PhD,Widow,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP,76842.0,May,2014,3,Sat,70-79,1130,17
Graduation,Single,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,SA,15033.0,Apr,2014,16,Wed,70-79,19,5
PhD,Married,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,AUS,67353.0,Dec,2013,31,Tue,50-59,913,28
2n Cycle,Married,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,GER,17003.0,Dec,2013,9,Mon,40-49,38,9
Master,Together,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,SP,65735.0,Dec,2013,7,Sat,50-59,395,19
Graduation,Widow,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,SA,45684.0,Dec,2013,2,Mon,50-59,28,4
Graduation,Together,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,CA,21918.0,Nov,2013,14,Thur,50-59,33,7
Graduation,Married,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,CA,51267.0,Oct,2013,29,Tue,40-49,270,15
Graduation,Together,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,SP,59868.0,Jul,2013,22,Mon,80-89,1194,32
Graduation,Married,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,SP,51373.0,Jun,2013,22,Sat,30-39,393,12
Master,Together,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,SP,46692.0,Jun,2013,6,Thur,60-69,397,15
Master,Together,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,SP,157733.0,Jun,2013,4,Tue,50-59,59,2
PhD,Married,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,SP,54432.0,May,2013,9,Thur,70-79,38,5
Graduation,Single,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,1,0,CA,79607.0,Apr,2013,21,Sun,30-39,1923,16
Graduation,Divorced,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,CA,51813.0,Apr,2013,11,Thur,80-89,63,7
Basic,Married,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,AUS,17487.0,Mar,2013,18,Mon,30-39,18,4
PhD,Together,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,SA,40706.0,Jan,2013,17,Thur,50-59,81,11
PhD,Divorced,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,SP,62859.0,Dec,2012,30,Sun,60-69,1307,23
Graduation,Married,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,SA,61074.0,Aug,2012,17,Fri,60-69,1102,31
Graduation,Widow,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,SP,43638.0,Aug,2012,6,Mon,50-59,201,11
Graduation,Married,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,SP,58116.0,Apr,2014,13,Sun,60-69,443,16
PhD,Widow,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,SP,62187.0,Mar,2014,22,Sat,50-59,636,21
Graduation,Single,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,US,46344.0,Mar,2014,8,Sat,60-69,27,6
Graduation,Married,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,SP,77353.0,Dec,2013,16,Mon,40-49,670,20
PhD,Single,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,SP,69759.0,Oct,2013,28,Mon,50-59,1029,18
Graduation,Divorced,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,SA,21846.0,Oct,2013,22,Tue,30-39,84,11
Graduation,Together,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,SP,76532.0,Sep,2013,9,Mon,40-49,820,25
Master,Married,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,SP,70053.0,Jul,2013,3,Wed,50-59,1012,26
2n Cycle,Single,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,SP,75342.0,May,2013,6,Mon,60-69,563,18
Master,Together,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,27590.0,Apr,2013,23,Tue,80-89,12,4
Graduation,Married,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,IND,51148.0,Feb,2013,18,Mon,40-49,315,16
Graduation,Divorced,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,SA,33378.0,Feb,2013,6,Wed,50-59,99,9
PhD,Married,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,SP,32644.0,Jan,2013,16,Wed,40-49,413,18
PhD,Married,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,33581.0,Jan,2013,8,Tue,50-59,17,4
2n Cycle,Married,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,SA,12393.0,Dec,2012,4,Tue,40-49,57,6
PhD,Single,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,SP,42710.0,Nov,2012,28,Wed,30-39,406,14
2n Cycle,Married,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,IND,82347.0,Nov,2012,6,Tue,60-69,1853,25
2n Cycle,Married,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,1,0,CA,82347.0,Nov,2012,6,Tue,60-69,1853,25
PhD,Married,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,SP,22554.0,Nov,2012,3,Sat,60-69,41,10
Graduation,Married,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,US,17323.0,Oct,2012,10,Wed,30-39,46,5
Graduation,Divorced,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,SP,62204.0,Sep,2012,12,Wed,60-69,946,22
PhD,Widow,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,0,SP,78028.0,Sep,2012,10,Mon,60-69,528,20
Graduation,Divorced,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,SA,63887.0,Sep,2012,8,Sat,80-89,1245,32
PhD,Together,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,CA,32727.0,Aug,2012,28,Tue,50-59,529,17
Graduation,Together,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,SP,29103.0,Aug,2012,27,Mon,30-39,48,6
Graduation,Married,0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,SA,61482.0,Jun,2014,27,Fri,50-59,299,12
Graduation,Single,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA,20587.0,May,2014,11,Sun,50-59,25,5
Graduation,Single,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA,20587.0,May,2014,11,Sun,50-59,25,5
PhD,Together,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,SA,52190.0,May,2014,8,Thur,40-49,77,9
Graduation,Together,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,SP,48186.0,Mar,2014,20,Thur,40-49,219,12
Graduation,Married,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,CA,19329.0,Dec,2013,14,Sat,50-59,60,10
Master,Married,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,AUS,34109.0,Nov,2013,6,Wed,50-59,22,4
Graduation,Married,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,SP,23477.0,Oct,2013,21,Mon,30-39,147,10
PhD,Together,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,SP,47472.0,Sep,2013,16,Mon,50-59,75,8
PhD,Divorced,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,SP,14849.0,Jul,2013,2,Tue,40-49,65,9
2n Cycle,Married,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,SP,26224.0,Jun,2013,4,Tue,40-49,63,9
PhD,Single,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,SP,27238.0,Apr,2013,20,Sat,80-89,57,9
Master,Together,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,US,52247.25135379061,Apr,2013,1,Mon,50-59,317,14
Graduation,Single,0,1,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0,IND,57967.0,Mar,2013,3,Sun,80-89,468,19
PhD,Widow,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,0,SP,51569.0,Feb,2013,12,Tue,70-79,467,19
PhD,Married,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,AUS,72550.0,Nov,2012,8,Thur,60-69,1319,28
Master,Married,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,AUS,44511.0,Oct,2012,12,Fri,50-59,727,26
2n Cycle,Married,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,0,SP,62972.0,Aug,2012,3,Fri,60-69,587,16
2n Cycle,Married,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,SP,62972.0,Aug,2012,3,Fri,60-69,587,16
PhD,Together,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,US,77845.0,May,2014,16,Fri,30-39,1346,21
PhD,Married,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,SA,36663.0,Apr,2014,25,Fri,40-49,35,6
Master,Married,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,GER,53204.0,Mar,2014,20,Thur,40-49,45,5
Master,Married,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,SP,21059.0,Jan,2014,7,Tue,80-89,44,9
Master,Married,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,AUS,67087.0,Dec,2013,17,Tue,60-69,794,22
Graduation,Single,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,1,0,CA,73892.0,Nov,2013,13,Wed,60-69,1507,23
Graduation,Together,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,SA,75114.0,Nov,2013,7,Thur,80-89,1253,19
Graduation,Married,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,AUS,42192.0,Sep,2013,6,Fri,70-79,100,7
Graduation,Married,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,SP,31454.0,Jul,2013,6,Sat,60-69,48,8
Graduation,Together,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SA,22775.0,Jun,2013,19,Wed,40-49,15,4
Graduation,Together,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,IND,22775.0,Jun,2013,19,Wed,40-49,15,4
Graduation,Together,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,CA,31590.0,Jun,2013,18,Tue,80-89,38,5
Graduation,Married,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,SA,80134.0,May,2013,20,Mon,80-89,1690,16
Graduation,Married,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,AUS,80134.0,May,2013,20,Mon,80-89,1690,16
Basic,Married,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,GER,14188.0,Feb,2013,28,Thur,80-89,75,7
PhD,Married,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,SP,18169.0,Feb,2013,19,Tue,30-39,21,4
Graduation,Married,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,SP,62503.0,Feb,2013,18,Mon,60-69,973,26
